chapter,number,authors,year,title,venue,pages,doi,url,accessed,confidence,raw
2,7,"Jongman, A., Herd, W., Al-Masri, M., Sereno, J., & Combest, S",2011,Acoustics and perception of emphasis in Urban Jordanian Arabic,"Journal of Phonetics, 39(1)",85-95,10.1016/j.wocn.2010.11.007,https://doi.org/10.1016/j.wocn.2010.11.007,,high,"Jongman, A., Herd, W., Al-Masri, M., Sereno, J., & Combest, S. (2011). Acoustics and perception of emphasis in Urban Jordanian Arabic. Journal of Phonetics, 39(1), 85-95. https://doi.org/10.1016/j.wocn.2010.11.007"
2,8,"Ibrahim, A. B., Seddiq, Y. M., Meftah, A. H., Alghamdi, M., Selouani, S.-A., Qamhan, M. A., Alotaibi, Y. A., & Alshebeili, S. A",2020,Optimizing Arabic speech distinctive phonetic features and phoneme recognition using genetic algorithm,"IEEE Access, 8",200395-200411,10.1109/ACCESS.2020.3034762,https://doi.org/10.1109/ACCESS.2020.3034762,,high,"Ibrahim, A. B., Seddiq, Y. M., Meftah, A. H., Alghamdi, M., Selouani, S.-A., Qamhan, M. A., Alotaibi, Y. A., & Alshebeili, S. A. (2020). Optimizing Arabic speech distinctive phonetic features and phoneme recognition using genetic algorithm. IEEE Access, 8, 200395-200411. https://doi.org/10.1109/ACCESS.2020.3034762"
2,9,"Versteegh, K",2014,The Arabic Language (2nd ed.),Edinburgh University Press,,10.1515/9780748645299,https://doi.org/10.1515/9780748645299,,high,"Versteegh, K. (2014). The Arabic Language (2nd ed.). Edinburgh University Press. https://doi.org/10.1515/9780748645299"
2,10,"Khattab, G",2007,A phonetic study of gemination in Lebanese Arabic,Proceedings of the 16th International Congress of Phonetic Sciences (ICPhS),153-158,,https://eprints.ncl.ac.uk/7648,19 June 2026,high,"Khattab, G. (2007). A phonetic study of gemination in Lebanese Arabic. Proceedings of the 16th International Congress of Phonetic Sciences (ICPhS), 153-158. https://eprints.ncl.ac.uk/7648 Accessed 19 June 2026."
2,11,"Graves, A., Fernández, S., Gomez, F., & Schmidhuber, J",2006,Connectionist temporal classification: Labelling unsegmented sequence data with recurrent neural networks,ICML,369-376,10.1145/1143844.1143891,https://doi.org/10.1145/1143844.1143891,,high,"Graves, A., Fernández, S., Gomez, F., & Schmidhuber, J. (2006). Connectionist temporal classification: Labelling unsegmented sequence data with recurrent neural networks. ICML, 369-376. https://doi.org/10.1145/1143844.1143891"
2,12,"Alghamdi, M., Almuhtasib, H., & Elshafei, M",2004,Arabic phonological rules,"Journal of King Saud University - Computer and Information Sciences, 16",1-25,,https://mghamdi.me,19 June 2026,high,"Alghamdi, M., Almuhtasib, H., & Elshafei, M. (2004). Arabic phonological rules. Journal of King Saud University - Computer and Information Sciences, 16, 1-25. https://mghamdi.me Accessed 19 June 2026."
2,13,"Ali, A., Bell, P., Glass, J., Messaoui, Y., Mubarak, H., Renals, S., & Zhang, Y",2016,The MGB-2 challenge: Arabic multi-dialect broadcast media recognition,IEEE Spoken Language Technology Workshop (SLT),279-284,10.1109/SLT.2016.7846277,https://doi.org/10.1109/SLT.2016.7846277,,high,"Ali, A., Bell, P., Glass, J., Messaoui, Y., Mubarak, H., Renals, S., & Zhang, Y. (2016). The MGB-2 challenge: Arabic multi-dialect broadcast media recognition. IEEE Spoken Language Technology Workshop (SLT), 279-284. https://doi.org/10.1109/SLT.2016.7846277"
2,14,"Ardila, R., Branson, M., Davis, K., Kohler, M., Meyer, J., Henretty, M., Morais, R., Saunders, L., Tyers, F., & Weber, G",2020,Common Voice: A massively-multilingual speech corpus,LREC,4218-4222,,https://aclanthology.org/2020.lrec-1.520/,19 June 2026,high,"Ardila, R., Branson, M., Davis, K., Kohler, M., Meyer, J., Henretty, M., Morais, R., Saunders, L., Tyers, F., & Weber, G. (2020). Common Voice: A massively-multilingual speech corpus. LREC, 4218-4222. https://aclanthology.org/2020.lrec-1.520/ Accessed 19 June 2026."
2,15,"Aldarmaki, H., & Ghannam, A",2023,Diacritic recognition performance in Arabic ASR,Interspeech,361-365,10.21437/Interspeech.2023-2344,https://doi.org/10.21437/Interspeech.2023-2344,,high,"Aldarmaki, H., & Ghannam, A. (2023). Diacritic recognition performance in Arabic ASR. Interspeech, 361-365. https://doi.org/10.21437/Interspeech.2023-2344"
2,16,"Kulkarni, A., Kulkarni, A., Shatnawi, S., & Aldarmaki, H",2023,ClArTTS: An open-source Classical Arabic text-to-speech corpus,Interspeech,5511-5515,10.21437/Interspeech.2023-2224,https://doi.org/10.21437/Interspeech.2023-2224,,high,"Kulkarni, A., Kulkarni, A., Shatnawi, S., & Aldarmaki, H. (2023). ClArTTS: An open-source Classical Arabic text-to-speech corpus. Interspeech, 5511-5515. https://doi.org/10.21437/Interspeech.2023-2224"
2,17,"Hadj Ali, I., Mnasri, Z., & Lachiri, Z",2020,DNN-based grapheme-to-phoneme conversion for Arabic text-to-speech synthesis,"International Journal of Speech Technology, 23(3)",569-584,10.1007/s10772-020-09750-7,https://doi.org/10.1007/s10772-020-09750-7,,high,"Hadj Ali, I., Mnasri, Z., & Lachiri, Z. (2020). DNN-based grapheme-to-phoneme conversion for Arabic text-to-speech synthesis. International Journal of Speech Technology, 23(3), 569-584. https://doi.org/10.1007/s10772-020-09750-7"
2,18,"Darwish, K., Abdelali, A., Mubarak, H., & Eldesouki, M",2021,Arabic diacritic recovery using a feature-rich biLSTM model,"ACM Transactions on Asian and Low-Resource Language Information Processing, 20(2)",,10.1145/3434235,https://doi.org/10.1145/3434235,,high,"Darwish, K., Abdelali, A., Mubarak, H., & Eldesouki, M. (2021). Arabic diacritic recovery using a feature-rich biLSTM model. ACM Transactions on Asian and Low-Resource Language Information Processing, 20(2). https://doi.org/10.1145/3434235"
2,19,"Aldallal, Z., Chrouf, S., Hennara, K., Hamed, M. M., Hreden, M., & AlModhayan, S",2025,Sadeed: Advancing Arabic diacritization through small language model,arXiv preprint arXiv:2504.21635,,,https://arxiv.org/abs/2504.21635,,medium,"Aldallal, Z., Chrouf, S., Hennara, K., Hamed, M. M., Hreden, M., & AlModhayan, S. (2025). Sadeed: Advancing Arabic diacritization through small language model. arXiv preprint arXiv:2504.21635. https://arxiv.org/abs/2504.21635"
2,20,"Habash, N., Diab, M., & Rambow, O",2012,Conventional orthography for dialectal Arabic,LREC,711-718,,https://aclanthology.org/L12-1328/,19 June 2026,high,"Habash, N., Diab, M., & Rambow, O. (2012). Conventional orthography for dialectal Arabic. LREC, 711-718. https://aclanthology.org/L12-1328/ Accessed 19 June 2026."
2,21,"Habash, N., Eryani, F., Khalifa, S., Rambow, O., Abdulrahim, D., Erdmann, A., Faraj, R., Zaghouani, W., Bouamor, H., Zalmout, N., Hassan, S., Al-Shargi, F., Alkhereyf, S., Abdulkareem, B., Eskander, R., Salameh, M., & Saddiki, H",2018,Unified guidelines and resources for Arabic dialect orthography (CODA*),LREC,3628-3637,,https://aclanthology.org/L18-1574/,19 June 2026,high,"Habash, N., Eryani, F., Khalifa, S., Rambow, O., Abdulrahim, D., Erdmann, A., Faraj, R., Zaghouani, W., Bouamor, H., Zalmout, N., Hassan, S., Al-Shargi, F., Alkhereyf, S., Abdulkareem, B., Eskander, R., Salameh, M., & Saddiki, H. (2018). Unified guidelines and resources for Arabic dialect orthography (CODA*). LREC, 3628-3637. https://aclanthology.org/L18-1574/ Accessed 19 June 2026."
2,22,"Darwish, K., Abdelali, A., Mubarak, H., Samih, Y., & Attia, M",2018,Diacritization of Moroccan and Tunisian Arabic dialects: A CRF approach,"Proceedings of the 3rd Workshop on Open-Source Arabic Corpora and Processing Tools (OSACT3), LREC 2018, Miyazaki, Japan.  Accessed 27 July 2026. Archived at",,,https://web.archive.org/web/20250701152735/http://lrec-conf.org/workshops/lrec2018/W30/pdf/20_W30.pdf,,high,"Darwish, K., Abdelali, A., Mubarak, H., Samih, Y., & Attia, M. (2018). Diacritization of Moroccan and Tunisian Arabic dialects: A CRF approach. Proceedings of the 3rd Workshop on Open-Source Arabic Corpora and Processing Tools (OSACT3), LREC 2018, Miyazaki, Japan. http://lrec-conf.org/workshops/lrec2018/W30/pdf/20_W30.pdf Accessed 27 July 2026. Archived at https://web.archive.org/web/20250701152735/http://lrec-conf.org/workshops/lrec2018/W30/pdf/20_W30.pdf"
2,23,"Abdelali, A., Attia, M., Samih, Y., Darwish, K., & Mubarak, H",2018,Diacritization of Maghrebi Arabic sub-dialects,arXiv preprint arXiv:1810.06619,,,https://arxiv.org/abs/1810.06619,,medium,"Abdelali, A., Attia, M., Samih, Y., Darwish, K., & Mubarak, H. (2018). Diacritization of Maghrebi Arabic sub-dialects. arXiv preprint arXiv:1810.06619. https://arxiv.org/abs/1810.06619"
2,24,"Ferguson, C. A",1959,Diglossia,"Word, 15(2)",325-340,10.1080/00437956.1959.11659702,https://doi.org/10.1080/00437956.1959.11659702,,high,"Ferguson, C. A. (1959). Diglossia. Word, 15(2), 325-340. https://doi.org/10.1080/00437956.1959.11659702"
2,25,"Qafisheh, H. A",1990,The phonology of Ṣanʿani Arabic,"Journal of King Saud University, 2(2)",167-182,,,,high,"Qafisheh, H. A. (1990). The phonology of Ṣanʿani Arabic. Journal of King Saud University, 2(2), 167-182."
2,26,"Qafisheh, H. A",1992,Yemeni Arabic Reference Grammar,"Dunwoody Press, Kensington, MD",,,,,high,"Qafisheh, H. A. (1992). Yemeni Arabic Reference Grammar. Dunwoody Press, Kensington, MD."
2,27,"Biadsy, F., Hirschberg, J., & Habash, N",2009,Spoken Arabic dialect identification using phonotactic modeling,EACL Workshop on Computational Approaches to Semitic Languages,53-61,,https://aclanthology.org/W09-0807/,19 June 2026,high,"Biadsy, F., Hirschberg, J., & Habash, N. (2009). Spoken Arabic dialect identification using phonotactic modeling. EACL Workshop on Computational Approaches to Semitic Languages, 53-61. https://aclanthology.org/W09-0807/ Accessed 19 June 2026."
2,28,"Alghamdi, M",2003,KACST Arabic Phonetics Database,"Proceedings of the 15th International Congress of Phonetic Sciences (ICPhS), Barcelona",3109-3112,,https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2003/papers/p15_3109.pdf,26 July 2026,high,"Alghamdi, M. (2003). KACST Arabic Phonetics Database. Proceedings of the 15th International Congress of Phonetic Sciences (ICPhS), Barcelona, 3109-3112. https://www.internationalphoneticassociation.org/icphs-proceedings/ICPhS2003/papers/p15_3109.pdf Accessed 26 July 2026."
3,1,"Rabiner, L. R., & Schafer, R. W",2007,Introduction to Digital Speech Processing,"Foundations and Trends in Signal Processing, 1(1-2)",1-194,10.1561/2000000001,https://doi.org/10.1561/2000000001,,high,"Rabiner, L. R., & Schafer, R. W. (2007). Introduction to Digital Speech Processing. Foundations and Trends in Signal Processing, 1(1-2), 1-194. https://doi.org/10.1561/2000000001"
3,2,"Jurafsky, D., & Martin, J. H",2023,Speech and Language Processing (3rd ed. draft),Stanford University,,,https://web.stanford.edu/~jurafsky/slp3,19 June 2026,high,"Jurafsky, D., & Martin, J. H. (2023). Speech and Language Processing (3rd ed. draft). Stanford University. https://web.stanford.edu/~jurafsky/slp3 Accessed 19 June 2026."
3,3,"Baevski, A., Zhou, Y., Mohamed, A., & Auli, M",2020,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,"Advances in Neural Information Processing Systems 33 (NeurIPS), 12449-12460. arXiv:2006.11477",,,https://arxiv.org/abs/2006.11477,,high,"Baevski, A., Zhou, Y., Mohamed, A., & Auli, M. (2020). wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations. Advances in Neural Information Processing Systems 33 (NeurIPS), 12449-12460. arXiv:2006.11477. https://arxiv.org/abs/2006.11477"
3,4,"Chen, S., Wang, C., Chen, Z., Wu, Y., Liu, S., Chen, Z., Li, J., Kanda, N., Yoshioka, T., Xiao, X., Wu, J., Zhou, L., Ren, S., Qian, Y., Qian, Y., Wu, J., Zeng, M., Yu, X., & Wei, F",2022,WavLM: Large-Scale Self-Supervised Pre-Training for Full Stack Speech Processing,"IEEE Journal of Selected Topics in Signal Processing, 16(6)",1505-1518,10.1109/JSTSP.2022.3188113,https://doi.org/10.1109/JSTSP.2022.3188113,,high,"Chen, S., Wang, C., Chen, Z., Wu, Y., Liu, S., Chen, Z., Li, J., Kanda, N., Yoshioka, T., Xiao, X., Wu, J., Zhou, L., Ren, S., Qian, Y., Qian, Y., Wu, J., Zeng, M., Yu, X., & Wei, F. (2022). WavLM: Large-Scale Self-Supervised Pre-Training for Full Stack Speech Processing. IEEE Journal of Selected Topics in Signal Processing, 16(6), 1505-1518. https://doi.org/10.1109/JSTSP.2022.3188113"
3,5,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I",2023,Robust Speech Recognition via Large-Scale Weak Supervision,"Proceedings of the 40th International Conference on Machine Learning (ICML), PMLR 202",28492-28518,,https://proceedings.mlr.press/v202/radford23a.html,19 June 2026,high,"Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I. (2023). Robust Speech Recognition via Large-Scale Weak Supervision. Proceedings of the 40th International Conference on Machine Learning (ICML), PMLR 202, 28492-28518. https://proceedings.mlr.press/v202/radford23a.html Accessed 19 June 2026."
3,6,"Jongman, A., Herd, W., Al-Masri, M., Sereno, J., & Combest, S",2011,Acoustics and perception of emphasis in Urban Jordanian Arabic,"Journal of Phonetics, 39(1)",85-95,10.1016/j.wocn.2010.11.007,https://doi.org/10.1016/j.wocn.2010.11.007,,high,"Jongman, A., Herd, W., Al-Masri, M., Sereno, J., & Combest, S. (2011). Acoustics and perception of emphasis in Urban Jordanian Arabic. Journal of Phonetics, 39(1), 85-95. https://doi.org/10.1016/j.wocn.2010.11.007"
3,7,"Al-Tamimi, J",2017,Revisiting acoustic correlates of pharyngealization in Jordanian and Moroccan Arabic: Implications for formal representations,"Laboratory Phonology, 8(1), 28",,10.5334/labphon.19,https://doi.org/10.5334/labphon.19,,high,"Al-Tamimi, J. (2017). Revisiting acoustic correlates of pharyngealization in Jordanian and Moroccan Arabic: Implications for formal representations. Laboratory Phonology, 8(1), 28. https://doi.org/10.5334/labphon.19"
3,8,"Stevens, S. S., Volkmann, J., & Newman, E. B",1937,A Scale for the Measurement of the Psychological Magnitude Pitch,"The Journal of the Acoustical Society of America, 8(3)",185-190,10.1121/1.1915893,https://doi.org/10.1121/1.1915893,,high,"Stevens, S. S., Volkmann, J., & Newman, E. B. (1937). A Scale for the Measurement of the Psychological Magnitude Pitch. The Journal of the Acoustical Society of America, 8(3), 185-190. https://doi.org/10.1121/1.1915893"
3,9,"Young, S., Evermann, G., Gales, M., Hain, T., Kershaw, D., Liu, X., Moore, G., Odell, J., Ollason, D., Povey, D., Valtchev, V., & Woodland, P",2006,The HTK Book (for HTK version 3.4),Cambridge University Engineering Department.  Accessed 19 June 2026. Archived at,,,https://web.archive.org/web/20260617173508/https://htk.eng.cam.ac.uk/,,high,"Young, S., Evermann, G., Gales, M., Hain, T., Kershaw, D., Liu, X., Moore, G., Odell, J., Ollason, D., Povey, D., Valtchev, V., & Woodland, P. (2006). The HTK Book (for HTK version 3.4). Cambridge University Engineering Department. https://htk.eng.cam.ac.uk/ Accessed 19 June 2026. Archived at https://web.archive.org/web/20260617173508/https://htk.eng.cam.ac.uk/"
3,10,"Slaney, M",1998,Auditory Toolbox: A MATLAB toolbox for auditory modeling work (version 2),"Technical Report 1998-010, Interval Research Corporation",,,https://engineering.purdue.edu/~malcolm/interval/1998-010/,19 June 2026,high,"Slaney, M. (1998). Auditory Toolbox: A MATLAB toolbox for auditory modeling work (version 2). Technical Report 1998-010, Interval Research Corporation. https://engineering.purdue.edu/~malcolm/interval/1998-010/ Accessed 19 June 2026."
3,11,"Davis, S., & Mermelstein, P",1980,Comparison of parametric representations for monosyllabic word recognition in continuously spoken sentences,"IEEE Transactions on Acoustics, Speech, and Signal Processing, 28(4)",357-366,10.1109/TASSP.1980.1163420,https://doi.org/10.1109/TASSP.1980.1163420,,high,"Davis, S., & Mermelstein, P. (1980). Comparison of parametric representations for monosyllabic word recognition in continuously spoken sentences. IEEE Transactions on Acoustics, Speech, and Signal Processing, 28(4), 357-366. https://doi.org/10.1109/TASSP.1980.1163420"
3,12,"Atal, B. S., & Hanauer, S. L",1971,Speech analysis and synthesis by linear prediction of the speech wave,"The Journal of the Acoustical Society of America, 50(2B)",637-655,10.1121/1.1912679,https://doi.org/10.1121/1.1912679,,high,"Atal, B. S., & Hanauer, S. L. (1971). Speech analysis and synthesis by linear prediction of the speech wave. The Journal of the Acoustical Society of America, 50(2B), 637-655. https://doi.org/10.1121/1.1912679"
3,13,"Hermansky, H",1990,Perceptual linear predictive (PLP) analysis of speech,"Journal of the Acoustical Society of America, 87(4)",1738-1752,10.1121/1.399423,https://doi.org/10.1121/1.399423,,high,"Hermansky, H. (1990). Perceptual linear predictive (PLP) analysis of speech. Journal of the Acoustical Society of America, 87(4), 1738-1752. https://doi.org/10.1121/1.399423"
3,14,"Povey, D., Ghoshal, A., Boulianne, G., Burget, L., Glembek, O., Goel, N., Hannemann, M., Motlíček, P., Qian, Y., Schwarz, P., Silovský, J., Stemmer, G., & Veselý, K",2011,The Kaldi Speech Recognition Toolkit,IEEE Workshop on Automatic Speech Recognition and Understanding (ASRU),,,https://publications.idiap.ch/downloads/papers/2012/Povey_ASRU2011_2011.pdf,19 June 2026,high,"Povey, D., Ghoshal, A., Boulianne, G., Burget, L., Glembek, O., Goel, N., Hannemann, M., Motlíček, P., Qian, Y., Schwarz, P., Silovský, J., Stemmer, G., & Veselý, K. (2011). The Kaldi Speech Recognition Toolkit. IEEE Workshop on Automatic Speech Recognition and Understanding (ASRU). https://publications.idiap.ch/downloads/papers/2012/Povey_ASRU2011_2011.pdf Accessed 19 June 2026."
