bibtex_key,authors,year,title,venue,pages,doi,url,accessed,chapters,confidence,raw
ravanelli2021speechbrai,"Ravanelli, M., Parcollet, T., Plantinga, P., Rouhe, A., Cornell, S., Lugosch, L., Subakan, C., Dawalatabad, N., Heba, A., Zhong, J., Chou, J.-C., Yeh, S.-L., Fu, S.-W., Liao, C.-F., Rastorgueva, E., Grondin, F., Aris, W., Na, H., Gao, Y., De Mori, R., & Bengio, Y",2021,SpeechBrain: A General-Purpose Speech Toolkit,arXiv:2106.04624,,,https://arxiv.org/abs/2106.04624,,3,medium,"Ravanelli, M., Parcollet, T., Plantinga, P., Rouhe, A., Cornell, S., Lugosch, L., Subakan, C., Dawalatabad, N., Heba, A., Zhong, J., Chou, J.-C., Yeh, S.-L., Fu, S.-W., Liao, C.-F., Rastorgueva, E., Grondin, F., Aris, W., Na, H., Gao, Y., De Mori, R., & Bengio, Y. (2021). SpeechBrain: A General-Purpose Speech Toolkit. arXiv:2106.04624. https://arxiv.org/abs/2106.04624"
rei2020comet,"Rei, R., Stewart, C., Farinha, A. C., & Lavie, A",2020,COMET: A neural framework for MT evaluation,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),2685-2702,10.18653/v1/2020.emnlp-main.213,https://doi.org/10.18653/v1/2020.emnlp-main.213,,10,high,"Rei, R., Stewart, C., Farinha, A. C., & Lavie, A. (2020). COMET: A neural framework for MT evaluation. Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP), 2685-2702. https://doi.org/10.18653/v1/2020.emnlp-main.213"
ren2021fastspeech,"Ren, Y., Hu, C., Tan, X., Qin, T., Zhao, S., Zhao, Z., & Liu, T.-Y",2021,FastSpeech 2: Fast and high-quality end-to-end text to speech,International Conference on Learning Representations (ICLR). arXiv preprint arXiv:2006.04558,,,https://arxiv.org/abs/2006.04558,,9,high,"Ren, Y., Hu, C., Tan, X., Qin, T., Zhao, S., Zhao, Z., & Liu, T.-Y. (2021). FastSpeech 2: Fast and high-quality end-to-end text to speech. International Conference on Learning Representations (ICLR). arXiv preprint arXiv:2006.04558. https://arxiv.org/abs/2006.04558"
rubenstein2023audiopalm,"Rubenstein, P. K., Asawaroengchai, C., Nguyen, D. D., Bapna, A., Borsos, Z., de Chaumont Quitry, F., Chen, P., El Badawy, D., Han, W., Kharitonov, E., Muckenhirn, H., Padfield, D., Qin, J., Rozenberg, D., Sainath, T., Schalkwyk, J., Sharifi, M., Tadmor Ramanovich, M., Tagliasacchi, M., Tudor, A., Velimirović, M., Vincent, D., Yu, J., Wang, Y., Zayats, V., Zeghidour, N., Zhang, Y., Zhang, Z., Zilka, L., & Frank, C",2023,AudioPaLM: A large language model that can speak and listen,arXiv preprint arXiv:2306.12925,,,https://arxiv.org/abs/2306.12925,,11,medium,"Rubenstein, P. K., Asawaroengchai, C., Nguyen, D. D., Bapna, A., Borsos, Z., de Chaumont Quitry, F., Chen, P., El Badawy, D., Han, W., Kharitonov, E., Muckenhirn, H., Padfield, D., Qin, J., Rozenberg, D., Sainath, T., Schalkwyk, J., Sharifi, M., Tadmor Ramanovich, M., Tagliasacchi, M., Tudor, A., Velimirović, M., Vincent, D., Yu, J., Wang, Y., Zayats, V., Zeghidour, N., Zhang, Y., Zhang, Z., Zilka, L., & Frank, C. (2023). AudioPaLM: A large language model that can speak and listen. arXiv preprint arXiv:2306.12925. https://arxiv.org/abs/2306.12925"
sajjad2020arabench,"Sajjad, H., Abdelali, A., Durrani, N., & Dalvi, F",2020,AraBench: Benchmarking dialectal Arabic-English machine translation,Proceedings of the 28th International Conference on Computational Linguistics (COLING),5094-5107,10.18653/v1/2020.coling-main.447,https://doi.org/10.18653/v1/2020.coling-main.447,,10,high,"Sajjad, H., Abdelali, A., Durrani, N., & Dalvi, F. (2020). AraBench: Benchmarking dialectal Arabic-English machine translation. Proceedings of the 28th International Conference on Computational Linguistics (COLING), 5094-5107. https://doi.org/10.18653/v1/2020.coling-main.447"
sakoe1978dynamic,"Sakoe, H., & Chiba, S",1978,Dynamic programming algorithm optimization for spoken word recognition,"IEEE Transactions on Acoustics, Speech, and Signal Processing, 26(1)",43-49,10.1109/TASSP.1978.1163055,https://doi.org/10.1109/TASSP.1978.1163055,,1,high,"Sakoe, H., & Chiba, S. (1978). Dynamic programming algorithm optimization for spoken word recognition. IEEE Transactions on Acoustics, Speech, and Signal Processing, 26(1), 43-49. https://doi.org/10.1109/TASSP.1978.1163055"
salhab2024araspot,"Salhab, M., & Harmanani, H",2024,AraSpot: Arabic spoken command spotting,ACM Transactions on Asian and Low-Resource Language Information Processing,,10.1145/3674968,https://doi.org/10.1145/3674968,,1,high,"Salhab, M., & Harmanani, H. (2024). AraSpot: Arabic spoken command spotting. ACM Transactions on Asian and Low-Resource Language Information Processing. https://doi.org/10.1145/3674968"
san2024proactive,"San Roman, R., Fernandez, P., Elsahar, H., Défossez, A., Furon, T., & Tran, T",2024,Proactive detection of voice cloning with localized watermarking,"Proceedings of the 41st International Conference on Machine Learning, PMLR 235",43180-43196,,https://proceedings.mlr.press/v235/san-roman24a.html,10 August 2026,13,high,"San Roman, R., Fernandez, P., Elsahar, H., Défossez, A., Furon, T., & Tran, T. (2024). Proactive detection of voice cloning with localized watermarking. Proceedings of the 41st International Conference on Machine Learning, PMLR 235, 43180-43196. https://proceedings.mlr.press/v235/san-roman24a.html Accessed 10 August 2026."
saudi2023personal,Saudi Authority for Data and Artificial Intelligence,2023,"Personal Data Protection Law, issued by Royal Decree M/19 of 16 September 2021, amended by Royal Decree M/148 of 27 March 2023, in force from 14 September 2023",Kingdom of Saudi Arabia,,,https://sdaia.gov.sa/en/SDAIA/about/Pages/RegulationsAndPolicies.aspx,10 August 2026,13,high,"Saudi Authority for Data and Artificial Intelligence. (2023). Personal Data Protection Law, issued by Royal Decree M/19 of 16 September 2021, amended by Royal Decree M/148 of 27 March 2023, in force from 14 September 2023. Kingdom of Saudi Arabia. https://sdaia.gov.sa/en/SDAIA/about/Pages/RegulationsAndPolicies.aspx Accessed 10 August 2026."
schick2023toolformer,"Schick, T., Dwivedi-Yu, J., Dessì, R., Raileanu, R., Lomeli, M., Hambro, E., Zettlemoyer, L., Cancedda, N., & Scialom, T",2023,Toolformer: Language models can teach themselves to use tools,Advances in Neural Information Processing Systems 36 (NeurIPS),68539-68551,10.52202/075280-2997,https://doi.org/10.52202/075280-2997,,11,high,"Schick, T., Dwivedi-Yu, J., Dessì, R., Raileanu, R., Lomeli, M., Hambro, E., Zettlemoyer, L., Cancedda, N., & Scialom, T. (2023). Toolformer: Language models can teach themselves to use tools. Advances in Neural Information Processing Systems 36 (NeurIPS), 68539-68551. https://doi.org/10.52202/075280-2997"
schoeffler2018webmushra,"Schoeffler, M., Bartoschek, S., Stöter, F.-R., Roess, M., Westphal, S., Edler, B., & Herre, J",2018,webMUSHRA: A comprehensive framework for web-based listening tests,"Journal of Open Research Software, 6(1), 8",,10.5334/jors.187,https://doi.org/10.5334/jors.187,,9,high,"Schoeffler, M., Bartoschek, S., Stöter, F.-R., Roess, M., Westphal, S., Edler, B., & Herre, J. (2018). webMUSHRA: A comprehensive framework for web-based listening tests. Journal of Open Research Software, 6(1), 8. https://doi.org/10.5334/jors.187"
schwab1985some,"Schwab, E. C., Nusbaum, H. C., & Pisoni, D. B",1985,Some effects of training on the perception of synthetic speech,"Human Factors, 27(4)",395-408,10.1177/001872088502700404,https://doi.org/10.1177/001872088502700404,,9,high,"Schwab, E. C., Nusbaum, H. C., & Pisoni, D. B. (1985). Some effects of training on the perception of synthetic speech. Human Factors, 27(4), 395-408. https://doi.org/10.1177/001872088502700404"
seamless2023seamless,Seamless Communication,2023,Seamless: Multilingual expressive and streaming speech translation,arXiv preprint arXiv:2312.05187,,,https://arxiv.org/abs/2312.05187,,10,medium,Seamless Communication. (2023). Seamless: Multilingual expressive and streaming speech translation. arXiv preprint arXiv:2312.05187. https://arxiv.org/abs/2312.05187
seamless2025joint,Seamless Communication,2025,Joint speech and text machine translation for up to 100 languages,"Nature, 637(8046)",587-593,10.1038/s41586-024-08359-z,https://doi.org/10.1038/s41586-024-08359-z,,6;10,high,"Seamless Communication. (2025). Joint speech and text machine translation for up to 100 languages. Nature, 637(8046), 587-593. https://doi.org/10.1038/s41586-024-08359-z"
sengupta2023jais,"Sengupta, N., Sahu, S. K., Jia, B., Katipomu, S., Li, H., Koto, F., Marshall, W., Gosal, G., Liu, C., Chen, Z., Afzal, O. M., Kamboj, S., Pandit, O., Pal, R., Pradhan, L., Mujahid, Z. M., Baali, M., Han, X., Bsharat, S. M., Aji, A. F., Shen, Z., Liu, Z., Vassilieva, N., Hestness, J., Hock, A., Feldman, A., Lee, J., Jackson, A., Ren, H. X., Nakov, P., Baldwin, T., & Xing, E",2023,Jais and Jais-chat: Arabic-centric foundation and instruction-tuned open generative large language models,arXiv preprint arXiv:2308.16149,,,https://arxiv.org/abs/2308.16149,,11,medium,"Sengupta, N., Sahu, S. K., Jia, B., Katipomu, S., Li, H., Koto, F., Marshall, W., Gosal, G., Liu, C., Chen, Z., Afzal, O. M., Kamboj, S., Pandit, O., Pal, R., Pradhan, L., Mujahid, Z. M., Baali, M., Han, X., Bsharat, S. M., Aji, A. F., Shen, Z., Liu, Z., Vassilieva, N., Hestness, J., Hock, A., Feldman, A., Lee, J., Jackson, A., Ren, H. X., Nakov, P., Baldwin, T., & Xing, E. (2023). Jais and Jais-chat: Arabic-centric foundation and instruction-tuned open generative large language models. arXiv preprint arXiv:2308.16149. https://arxiv.org/abs/2308.16149"
sennrich2016neural,"Sennrich, R., Haddow, B., & Birch, A",2016,Neural Machine Translation of Rare Words with Subword Units,Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),1715-1725,10.18653/v1/P16-1162,https://doi.org/10.18653/v1/P16-1162,,4;5,high,"Sennrich, R., Haddow, B., & Birch, A. (2016). Neural Machine Translation of Rare Words with Subword Units. Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), 1715-1725. https://doi.org/10.18653/v1/P16-1162"
shen2018natural,"Shen, J., Pang, R., Weiss, R. J., Schuster, M., Jaitly, N., Yang, Z., Chen, Z., Zhang, Y., Wang, Y., Skerry-Ryan, R. J., Saurous, R. A., Agiomyrgiannakis, Y., & Wu, Y",2018,Natural TTS synthesis by conditioning WaveNet on mel spectrogram predictions,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",4779-4783,10.1109/ICASSP.2018.8461368,https://doi.org/10.1109/ICASSP.2018.8461368,,9,high,"Shen, J., Pang, R., Weiss, R. J., Schuster, M., Jaitly, N., Yang, Z., Chen, Z., Zhang, Y., Wang, Y., Skerry-Ryan, R. J., Saurous, R. A., Agiomyrgiannakis, Y., & Wu, Y. (2018). Natural TTS synthesis by conditioning WaveNet on mel spectrogram predictions. IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), 4779-4783. https://doi.org/10.1109/ICASSP.2018.8461368"
shon2020fine,"Shon, S., Ali, A., Samih, Y., Mubarak, H., & Glass, J",2020,ADI17: A fine-grained Arabic dialect identification dataset,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",8244-8248,10.1109/ICASSP40776.2020.9052982,https://doi.org/10.1109/ICASSP40776.2020.9052982,,8,high,"Shon, S., Ali, A., Samih, Y., Mubarak, H., & Glass, J. (2020). ADI17: A fine-grained Arabic dialect identification dataset. IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP), 8244-8248. https://doi.org/10.1109/ICASSP40776.2020.9052982"
shor2019personaliz,"Shor, J., Emanuel, D., Lang, O., Tuval, O., Brenner, M., Cattiau, J., Vieira, F., McNally, M., Charbonneau, T., Nollstadt, M., Hassidim, A., & Matias, Y",2019,Personalizing ASR for dysarthric and accented speech with limited data,Interspeech 2019,784-788,10.21437/Interspeech.2019-1427,https://doi.org/10.21437/Interspeech.2019-1427,,12,high,"Shor, J., Emanuel, D., Lang, O., Tuval, O., Brenner, M., Cattiau, J., Vieira, F., McNally, M., Charbonneau, T., Nollstadt, M., Hassidim, A., & Matias, Y. (2019). Personalizing ASR for dysarthric and accented speech with limited data. Interspeech 2019, 784-788. https://doi.org/10.21437/Interspeech.2019-1427"
sidig2021karsl,"Sidig, A. A. I., Luqman, H., Mahmoud, S., & Mohandes, M",2021,KArSL: Arabic sign language database,"ACM Transactions on Asian and Low-Resource Language Information Processing, 20(1)",1-19,10.1145/3423420,https://doi.org/10.1145/3423420,,12,high,"Sidig, A. A. I., Luqman, H., Mahmoud, S., & Mohandes, M. (2021). KArSL: Arabic sign language database. ACM Transactions on Asian and Low-Resource Language Information Processing, 20(1), 1-19. https://doi.org/10.1145/3423420"
sinisetty2021commonlang,"Sinisetty, G., Ruban, P., Dymov, O., & Ravanelli, M",2021,"CommonLanguage [data set], version 0.1",Zenodo,,10.5281/zenodo.5036977,https://doi.org/10.5281/zenodo.5036977,,7,high,"Sinisetty, G., Ruban, P., Dymov, O., & Ravanelli, M. (2021). CommonLanguage [data set], version 0.1. Zenodo. https://doi.org/10.5281/zenodo.5036977"
slaney1998auditory,"Slaney, M",1998,Auditory Toolbox: A MATLAB toolbox for auditory modeling work (version 2),"Technical Report 1998-010, Interval Research Corporation",,,https://engineering.purdue.edu/~malcolm/interval/1998-010/,19 June 2026,3,high,"Slaney, M. (1998). Auditory Toolbox: A MATLAB toolbox for auditory modeling work (version 2). Technical Report 1998-010, Interval Research Corporation. https://engineering.purdue.edu/~malcolm/interval/1998-010/ Accessed 19 June 2026."
snyder2018spoken,"Snyder, D., Garcia-Romero, D., McCree, A., Sell, G., Povey, D., & Khudanpur, S",2018,Spoken language recognition using x-vectors,The Speaker and Language Recognition Workshop (Odyssey),105-111,10.21437/Odyssey.2018-15,https://doi.org/10.21437/Odyssey.2018-15,,8,high,"Snyder, D., Garcia-Romero, D., McCree, A., Sell, G., Povey, D., & Khudanpur, S. (2018). Spoken language recognition using x-vectors. The Speaker and Language Recognition Workshop (Odyssey), 105-111. https://doi.org/10.21437/Odyssey.2018-15"
srivastav2025open,"Srivastav, V., Zheng, S., Bezzam, E., Le Bihan, E., Koluguri, N. R., Żelasko, P., Majumdar, S., Moumen, A., & Gandhi, S",2025,Open ASR Leaderboard: Towards Reproducible and Transparent Multilingual and Long-Form Speech Recognition Evaluation,arXiv:2510.06961,,,https://arxiv.org/abs/2510.06961,,6,medium,"Srivastav, V., Zheng, S., Bezzam, E., Le Bihan, E., Koluguri, N. R., Żelasko, P., Majumdar, S., Moumen, A., & Gandhi, S. (2025). Open ASR Leaderboard: Towards Reproducible and Transparent Multilingual and Long-Form Speech Recognition Evaluation. arXiv:2510.06961. https://arxiv.org/abs/2510.06961"
stevens1937scale,"Stevens, S. S., Volkmann, J., & Newman, E. B",1937,A Scale for the Measurement of the Psychological Magnitude Pitch,"The Journal of the Acoustical Society of America, 8(3)",185-190,10.1121/1.1915893,https://doi.org/10.1121/1.1915893,,3,high,"Stevens, S. S., Volkmann, J., & Newman, E. B. (1937). A Scale for the Measurement of the Psychological Magnitude Pitch. The Journal of the Acoustical Society of America, 8(3), 185-190. https://doi.org/10.1121/1.1915893"
sukhadia2026harness,"Sukhadia, V. N., & Chowdhury, S. A",2026,HARNESS: Lightweight distilled Arabic speech foundation models,"Proceedings of SPEAKABLE @ LREC 2026, 109-117. ELRA Language Resources Association. arXiv:2604.14186",,,https://arxiv.org/abs/2604.14186,,6,high,"Sukhadia, V. N., & Chowdhury, S. A. (2026). HARNESS: Lightweight distilled Arabic speech foundation models. Proceedings of SPEAKABLE @ LREC 2026, 109-117. ELRA Language Resources Association. arXiv:2604.14186. https://arxiv.org/abs/2604.14186"
taal2011algorithm,"Taal, C. H., Hendriks, R. C., Heusdens, R., & Jensen, J",2011,An algorithm for intelligibility prediction of time-frequency weighted noisy speech,"IEEE Transactions on Audio, Speech, and Language Processing, 19(7)",2125-2136,10.1109/TASL.2011.2114881,https://doi.org/10.1109/TASL.2011.2114881,,8,high,"Taal, C. H., Hendriks, R. C., Heusdens, R., & Jensen, J. (2011). An algorithm for intelligibility prediction of time-frequency weighted noisy speech. IEEE Transactions on Audio, Speech, and Language Processing, 19(7), 2125-2136. https://doi.org/10.1109/TASL.2011.2114881"
talafha2024casablanca,"Talafha, B., Kadaoui, K., Magdy, S. M., Habiboullah, M., Chafei, C. M., El-Shangiti, A. O., Zayed, H., Tourad, M. C., Alhamouri, R., Assi, R., Alraeesi, A., Mohamed, H., Alwajih, F., Mohamed, A., El Mekki, A., Nagoudi, E. M. B., Saadia, B. D. M., Alsayadi, H. A., Al-Dhabyani, W., Shatnawi, S., Ech-chammakhy, Y., Makouar, A., Berrachedi, Y., Jarrar, M., Shehata, S., Berrada, I., & Abdul-Mageed, M",2024,Casablanca: Data and Models for Multidialectal Arabic Speech Recognition,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,21745-21758,10.18653/v1/2024.emnlp-main.1211,https://doi.org/10.18653/v1/2024.emnlp-main.1211,,5;7;8,high,"Talafha, B., Kadaoui, K., Magdy, S. M., Habiboullah, M., Chafei, C. M., El-Shangiti, A. O., Zayed, H., Tourad, M. C., Alhamouri, R., Assi, R., Alraeesi, A., Mohamed, H., Alwajih, F., Mohamed, A., El Mekki, A., Nagoudi, E. M. B., Saadia, B. D. M., Alsayadi, H. A., Al-Dhabyani, W., Shatnawi, S., Ech-chammakhy, Y., Makouar, A., Berrachedi, Y., Jarrar, M., Shehata, S., Berrada, I., & Abdul-Mageed, M. (2024). Casablanca: Data and Models for Multidialectal Arabic Speech Recognition. Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing, 21745-21758. https://doi.org/10.18653/v1/2024.emnlp-main.1211"
talafha2025nadi,"Talafha, B., Toyin, H. O., Sullivan, P., Elmadany, A. A., Juma, A., Djanibekov, A., Zhang, C., Alshehhi, H., Aldarmaki, H., Jarrar, M., Habash, N., & Abdul-Mageed, M",2025,NADI 2025: The first multidialectal Arabic speech processing shared task,Proceedings of the Third Arabic Natural Language Processing Conference: Shared Tasks (ArabicNLP),720-733,,https://aclanthology.org/2025.arabicnlp-sharedtasks.99/,19 June 2026,1;7;8,high,"Talafha, B., Toyin, H. O., Sullivan, P., Elmadany, A. A., Juma, A., Djanibekov, A., Zhang, C., Alshehhi, H., Aldarmaki, H., Jarrar, M., Habash, N., & Abdul-Mageed, M. (2025). NADI 2025: The first multidialectal Arabic speech processing shared task. Proceedings of the Third Arabic Natural Language Processing Conference: Shared Tasks (ArabicNLP), 720-733. https://aclanthology.org/2025.arabicnlp-sharedtasks.99/ Accessed 19 June 2026."
talafha2023shot,"Talafha, B., Waheed, A., & Abdul-Mageed, M",2023,N-Shot Benchmarking of Whisper on Diverse Arabic Speech Recognition,Interspeech,5092-5096,10.21437/Interspeech.2023-1044,https://doi.org/10.21437/Interspeech.2023-1044,,5;6,high,"Talafha, B., Waheed, A., & Abdul-Mageed, M. (2023). N-Shot Benchmarking of Whisper on Diverse Arabic Speech Recognition. Interspeech, 5092-5096. https://doi.org/10.21437/Interspeech.2023-1044"
tang2024salmonn,"Tang, C., Yu, W., Sun, G., Chen, X., Tan, T., Li, W., Lu, L., Ma, Z., & Zhang, C",2024,SALMONN: Towards generic hearing abilities for large language models,International Conference on Learning Representations (ICLR),,,https://openreview.net/forum?id=14rn7HpKVk,7 August 2026,11,high,"Tang, C., Yu, W., Sun, G., Chen, X., Tan, T., Li, W., Lu, L., Ma, Z., & Zhang, C. (2024). SALMONN: Towards generic hearing abilities for large language models. International Conference on Learning Representations (ICLR). https://openreview.net/forum?id=14rn7HpKVk Accessed 7 August 2026."
taylor2009text,"Taylor, P",2009,Text-to-speech synthesis,Cambridge University Press,,10.1017/CBO9780511816338,https://doi.org/10.1017/CBO9780511816338,,9,high,"Taylor, P. (2009). Text-to-speech synthesis. Cambridge University Press. https://doi.org/10.1017/CBO9780511816338"
tobin2024automatic,"Tobin, J., Nelson, P., MacDonald, B., Heywood, R., Cave, R., Seaver, K., Desjardins, A., Jiang, P.-P., & Green, J. R",2024,Automatic speech recognition of conversational speech in individuals with disordered speech,"Journal of Speech, Language, and Hearing Research, 67(11)",4176-4185,10.1044/2024_JSLHR-24-00045,https://doi.org/10.1044/2024_JSLHR-24-00045,,12,high,"Tobin, J., Nelson, P., MacDonald, B., Heywood, R., Cave, R., Seaver, K., Desjardins, A., Jiang, P.-P., & Green, J. R. (2024). Automatic speech recognition of conversational speech in individuals with disordered speech. Journal of Speech, Language, and Hearing Research, 67(11), 4176-4185. https://doi.org/10.1044/2024_JSLHR-24-00045"
tomashenko2020introducin,"Tomashenko, N., Srivastava, B. M. L., Wang, X., Vincent, E., Nautsch, A., Yamagishi, J., Evans, N., Patino, J., Bonastre, J.-F., Noé, P.-G., & Todisco, M",2020,Introducing the VoicePrivacy initiative,Interspeech,1693-1697,10.21437/Interspeech.2020-1333,https://doi.org/10.21437/Interspeech.2020-1333,,7,high,"Tomashenko, N., Srivastava, B. M. L., Wang, X., Vincent, E., Nautsch, A., Yamagishi, J., Evans, N., Patino, J., Bonastre, J.-F., Noé, P.-G., & Todisco, M. (2020). Introducing the VoicePrivacy initiative. Interspeech, 1693-1697. https://doi.org/10.21437/Interspeech.2020-1333"
toyin2023artst,"Toyin, H. O., Djanibekov, A., Kulkarni, A., & Aldarmaki, H",2023,ArTST: Arabic text and speech transformer,Proceedings of ArabicNLP 2023,41-51,10.18653/v1/2023.arabicnlp-1.5,https://doi.org/10.18653/v1/2023.arabicnlp-1.5,,1;6,high,"Toyin, H. O., Djanibekov, A., Kulkarni, A., & Aldarmaki, H. (2023). ArTST: Arabic text and speech transformer. Proceedings of ArabicNLP 2023, 41-51. https://doi.org/10.18653/v1/2023.arabicnlp-1.5"
toyin2025arvoice,"Toyin, H. O., Marew, R., Alblooshi, H., Magdy, S. M., & Aldarmaki, H",2025,ArVoice: A multi-speaker dataset for Arabic speech synthesis,Interspeech,4808-4812,10.21437/Interspeech.2025-1550,https://doi.org/10.21437/Interspeech.2025-1550,,3;9;14,high,"Toyin, H. O., Marew, R., Alblooshi, H., Magdy, S. M., & Aldarmaki, H. (2025). ArVoice: A multi-speaker dataset for Arabic speech synthesis. Interspeech, 4808-4812. https://doi.org/10.21437/Interspeech.2025-1550"
tur2011spoken,"Tur, G., & De Mori, R. (Eds.)",2011,Spoken language understanding: Systems for extracting semantic information from speech,Wiley,,10.1002/9781119992691,https://doi.org/10.1002/9781119992691,,10,high,"Tur, G., & De Mori, R. (Eds.). (2011). Spoken language understanding: Systems for extracting semantic information from speech. Wiley. https://doi.org/10.1002/9781119992691"
van2021digital,"van Buchem, M. M., Boosman, H., Bauer, M. P., Kant, I. M. J., Cammel, S. A., & Steyerberg, E. W",2021,"The digital scribe in clinical practice: A scoping review and research agenda. npj Digital Medicine, 4, 57",,,10.1038/s41746-021-00432-5,https://doi.org/10.1038/s41746-021-00432-5,,12,medium,"van Buchem, M. M., Boosman, H., Bauer, M. P., Kant, I. M. J., Cammel, S. A., & Steyerberg, E. W. (2021). The digital scribe in clinical practice: A scoping review and research agenda. npj Digital Medicine, 4, 57. https://doi.org/10.1038/s41746-021-00432-5"
van2016wavenet,"van den Oord, A., Dieleman, S., Zen, H., Simonyan, K., Vinyals, O., Graves, A., Kalchbrenner, N., Senior, A., & Kavukcuoglu, K",2016,WaveNet: A generative model for raw audio,"9th ISCA Workshop on Speech Synthesis (SSW), 125",,,https://www.isca-archive.org/ssw_2016/vandenoord16_ssw.html,4 August 2026,9,high,"van den Oord, A., Dieleman, S., Zen, H., Simonyan, K., Vinyals, O., Graves, A., Kalchbrenner, N., Senior, A., & Kavukcuoglu, K. (2016). WaveNet: A generative model for raw audio. 9th ISCA Workshop on Speech Synthesis (SSW), 125. https://www.isca-archive.org/ssw_2016/vandenoord16_ssw.html Accessed 4 August 2026."
van2018representa,"van den Oord, A., Li, Y., & Vinyals, O",2018,Representation learning with contrastive predictive coding,arXiv:1807.03748,,,https://arxiv.org/abs/1807.03748,,6,medium,"van den Oord, A., Li, Y., & Vinyals, O. (2018). Representation learning with contrastive predictive coding. arXiv:1807.03748. https://arxiv.org/abs/1807.03748"
van2008visualizin,"van der Maaten, L., & Hinton, G",2008,Visualizing data using t-SNE,"Journal of Machine Learning Research, 9",2579-2605,,https://www.jmlr.org/papers/v9/vandermaaten08a.html,30 July 2026,8,high,"van der Maaten, L., & Hinton, G. (2008). Visualizing data using t-SNE. Journal of Machine Learning Research, 9, 2579-2605. https://www.jmlr.org/papers/v9/vandermaaten08a.html Accessed 30 July 2026."
van2024adapted,"Van Veen, D., Van Uden, C., Blankemeier, L., Delbrouck, J.-B., Aali, A., Bluethgen, C., Pareek, A., Polacin, M., Reis, E. P., Seehofnerová, A., Rohatgi, N., Hosamani, P., Collins, W., Ahuja, N., Langlotz, C. P., Hom, J., Gatidis, S., Pauly, J., & Chaudhari, A. S",2024,Adapted large language models can outperform medical experts in clinical text summarization,"Nature Medicine, 30(4)",1134-1142,10.1038/s41591-024-02855-5,https://doi.org/10.1038/s41591-024-02855-5,,12,high,"Van Veen, D., Van Uden, C., Blankemeier, L., Delbrouck, J.-B., Aali, A., Bluethgen, C., Pareek, A., Polacin, M., Reis, E. P., Seehofnerová, A., Rohatgi, N., Hosamani, P., Collins, W., Ahuja, N., Langlotz, C. P., Hom, J., Gatidis, S., Pauly, J., & Chaudhari, A. S. (2024). Adapted large language models can outperform medical experts in clinical text summarization. Nature Medicine, 30(4), 1134-1142. https://doi.org/10.1038/s41591-024-02855-5"
vaswani2017attention,"Vaswani, A., Shazeer, N., Parmar, N., Uszkoreit, J., Jones, L., Gomez, A. N., Kaiser, L., & Polosukhin, I",2017,Attention is all you need,Advances in Neural Information Processing Systems 30 (NeurIPS),5998-6008,,https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html,19 June 2026,1;4;5;11,high,"Vaswani, A., Shazeer, N., Parmar, N., Uszkoreit, J., Jones, L., Gomez, A. N., Kaiser, L., & Polosukhin, I. (2017). Attention is all you need. Advances in Neural Information Processing Systems 30 (NeurIPS), 5998-6008. https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html Accessed 19 June 2026."
versteegh2014arabic,"Versteegh, K",2014,The Arabic Language (2nd ed.),Edinburgh University Press,,10.1515/9780748645299,https://doi.org/10.1515/9780748645299,,1;2,high,"Versteegh, K. (2014). The Arabic Language (2nd ed.). Edinburgh University Press. https://doi.org/10.1515/9780748645299"
waheed2023voxarabica,"Waheed, A., Talafha, B., Sullivan, P., Elmadany, A., & Abdul-Mageed, M",2023,VoxArabica: A robust dialect-aware Arabic speech recognition system,Proceedings of ArabicNLP 2023,441-449,,https://aclanthology.org/2023.arabicnlp-1.38/,30 July 2026,8,high,"Waheed, A., Talafha, B., Sullivan, P., Elmadany, A., & Abdul-Mageed, M. (2023). VoxArabica: A robust dialect-aware Arabic speech recognition system. Proceedings of ArabicNLP 2023, 441-449. https://aclanthology.org/2023.arabicnlp-1.38/ Accessed 30 July 2026."
wang2023neural,"Wang, C., Chen, S., Wu, Y., Zhang, Z., Zhou, L., Liu, S., Chen, Z., Liu, Y., Wang, H., Li, J., He, L., Zhao, S., & Wei, F",2023,Neural codec language models are zero-shot text to speech synthesizers,arXiv preprint arXiv:2301.02111,,,https://arxiv.org/abs/2301.02111,,9,medium,"Wang, C., Chen, S., Wu, Y., Zhang, Z., Zhou, L., Liu, S., Chen, Z., Liu, Y., Wang, H., Li, J., He, L., Zhao, S., & Wei, F. (2023). Neural codec language models are zero-shot text to speech synthesizers. arXiv preprint arXiv:2301.02111. https://arxiv.org/abs/2301.02111"
